Distance,Knots,Shannon,Severn,Trent,Tyne,Mersey,E_Class,D_Class,B_Class,Arancia,Atlantic_75_B_Class,Atlantic_85_B_Class,Tamar,Station,Shape_Length,Shape_Area,Station_ID
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ROCK,2.454324,0.094915,7700
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ROCK,3.33702,0.184376,7700
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ROCK,3.772596,0.260552,7700
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ROCK,4.283263,0.379869,7700
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORT ISAAC,1.463572,0.039365,7771
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORT ISAAC,2.53701,0.09859,7771
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORT ISAAC,3.224491,0.189904,7771
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORT ISAAC,3.76093,0.262679,7771
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORT ISAAC,4.280155,0.375921,7771
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BUDE,0.984949,0.038436,7793
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BUDE,1.601614,0.092437,7793
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BUDE,2.323507,0.179926,7793
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BUDE,2.78105,0.258681,7793
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BUDE,3.765589,0.379995,7793
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CLOVELLY,0.998812,0.039402,7815
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CLOVELLY,2.205768,0.098433,7815
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CLOVELLY,3.606325,0.186501,7815
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CLOVELLY,4.123067,0.267505,7815
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CLOVELLY,4.744799,0.399793,7815
8,16,0,0,0,1,1,0,0,0,0,0,0,0,APPLEDORE,1.723985,0.028402,7836
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,APPLEDORE,2.327307,0.067883,7836
17,34,0,0,0,0,0,0,0,1,0,0,0,0,APPLEDORE,3.108767,0.138211,7836
20,40,0,0,0,0,0,1,0,0,0,0,0,0,APPLEDORE,3.741135,0.206024,7836
24,48,0,0,0,0,0,0,0,0,0,0,0,0,APPLEDORE,4.458612,0.325449,7836
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ILFRACOMBE,1.252732,0.049292,7860
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ILFRACOMBE,2.015697,0.13066,7860
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ILFRACOMBE,3.270833,0.252448,7860
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ILFRACOMBE,4.06507,0.346793,7860
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ILFRACOMBE,5.388513,0.475575,7860
8,16,0,0,0,1,1,0,0,0,0,0,0,0,MINEHEAD,1.048694,0.046426,7901
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,MINEHEAD,1.598756,0.103339,7901
17,34,0,0,0,0,0,0,0,1,0,0,0,0,MINEHEAD,2.388425,0.162904,7901
20,40,0,0,0,0,0,1,0,0,0,0,0,0,MINEHEAD,3.487069,0.203507,7901
24,48,0,0,0,0,0,0,0,0,0,0,0,0,MINEHEAD,4.540085,0.259988,7901
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BURNHAM-ON-SEA,1.367217,0.027593,7918
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BURNHAM-ON-SEA,2.225936,0.069797,7918
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BURNHAM-ON-SEA,3.548902,0.118097,7918
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BURNHAM-ON-SEA,4.110641,0.141427,7918
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BURNHAM-ON-SEA,5.179482,0.168968,7918
8,16,0,0,0,1,1,0,0,0,0,0,0,0,WESTON-SUPER-MARE,1.480528,0.054508,7923
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,WESTON-SUPER-MARE,2.958204,0.099859,7923
17,34,0,0,0,0,0,0,0,1,0,0,0,0,WESTON-SUPER-MARE,4.352122,0.135396,7923
20,40,0,0,0,0,0,1,0,0,0,0,0,0,WESTON-SUPER-MARE,5.248517,0.15498,7923
24,48,0,0,0,0,0,0,0,0,0,0,0,0,WESTON-SUPER-MARE,6.580269,0.179042,7923
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PENARTH,1.564814,0.048695,8085
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PENARTH,2.796354,0.102289,8085
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PENARTH,4.073319,0.150286,8085
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PENARTH,5.047157,0.174709,8085
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PENARTH,6.221949,0.206404,8085
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BARRY DOCK,1.553509,0.052737,8102
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BARRY DOCK,2.551187,0.125831,8102
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BARRY DOCK,3.860578,0.174138,8102
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BARRY DOCK,4.62428,0.201732,8102
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BARRY DOCK,6.003496,0.242097,8102
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ATLANTIC COLLEGE,1.129543,0.051397,8124
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ATLANTIC COLLEGE,1.921179,0.121859,8124
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ATLANTIC COLLEGE,3.041008,0.202896,8124
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ATLANTIC COLLEGE,3.930063,0.262048,8124
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ATLANTIC COLLEGE,5.549511,0.322493,8124
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORTHCAWL,1.216471,0.05087,8146
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORTHCAWL,2.299183,0.123382,8146
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORTHCAWL,3.239772,0.204902,8146
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORTHCAWL,3.762487,0.254061,8146
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORTHCAWL,4.548756,0.324138,8146
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORT TALBOT,1.681707,0.034132,8168
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORT TALBOT,2.303016,0.07892,8168
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORT TALBOT,2.843899,0.142766,8168
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORT TALBOT,3.30773,0.200778,8168
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORT TALBOT,4.112221,0.289021,8168
8,16,0,0,0,1,1,0,0,0,0,0,0,0,THE MUMBLES,1.813033,0.050618,8180
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,THE MUMBLES,2.484928,0.103929,8180
17,34,0,0,0,0,0,0,0,1,0,0,0,0,THE MUMBLES,3.288038,0.18907,8180
20,40,0,0,0,0,0,1,0,0,0,0,0,0,THE MUMBLES,3.911803,0.267527,8180
24,48,0,0,0,0,0,0,0,0,0,0,0,0,THE MUMBLES,5.495207,0.375235,8180
8,16,0,0,0,1,1,0,0,0,0,0,0,0,HORTON & PORT EYNON,1.352244,0.056213,8212
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,HORTON & PORT EYNON,2.771774,0.153597,8212
17,34,0,0,0,0,0,0,0,1,0,0,0,0,HORTON & PORT EYNON,5.43746,0.28481,8212
20,40,0,0,0,0,0,1,0,0,0,0,0,0,HORTON & PORT EYNON,6.90945,0.376222,8212
24,48,0,0,0,0,0,0,0,0,0,0,0,0,HORTON & PORT EYNON,8.221907,0.484637,8212
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BURRY PORT,2.369772,0.029213,8226
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BURRY PORT,4.221989,0.073948,8226
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BURRY PORT,5.402728,0.145329,8226
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BURRY PORT,5.942826,0.2025,8226
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BURRY PORT,6.731491,0.302189,8226
8,16,0,0,0,1,1,0,0,0,0,0,0,0,TENBY,1.275579,0.047242,8235
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,TENBY,2.028044,0.109999,8235
17,34,0,0,0,0,0,0,0,1,0,0,0,0,TENBY,4.152475,0.194518,8235
20,40,0,0,0,0,0,1,0,0,0,0,0,0,TENBY,5.305751,0.264199,8235
24,48,0,0,0,0,0,0,0,0,0,0,0,0,TENBY,7.509408,0.380501,8235
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ANGLE,2.269952,0.029079,8257
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ANGLE,4.353006,0.091586,8257
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ANGLE,5.828432,0.20379,8257
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ANGLE,6.551931,0.294654,8257
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ANGLE,7.640181,0.456065,8257
8,16,0,0,0,1,1,0,0,0,0,0,0,0,LITTLE & BROAD HAVEN,1.220834,0.025844,8279
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,LITTLE & BROAD HAVEN,2.504426,0.069433,8279
17,34,0,0,0,0,0,0,0,1,0,0,0,0,LITTLE & BROAD HAVEN,3.937775,0.157338,8279
20,40,0,0,0,0,0,1,0,0,0,0,0,0,LITTLE & BROAD HAVEN,5.099326,0.241223,8279
24,48,0,0,0,0,0,0,0,0,0,0,0,0,LITTLE & BROAD HAVEN,6.865102,0.388167,8279
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ST DAVIDS,1.961797,0.072825,8291
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ST DAVIDS,3.420711,0.169137,8291
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ST DAVIDS,4.756977,0.30663,8291
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ST DAVIDS,5.805186,0.428016,8291
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ST DAVIDS,7.252558,0.621137,8291
8,16,0,0,0,1,1,0,0,0,0,0,0,0,FISHGUARD,1.514577,0.04238,8313
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,FISHGUARD,2.280377,0.105794,8313
17,34,0,0,0,0,0,0,0,1,0,0,0,0,FISHGUARD,3.294685,0.198389,8313
20,40,0,0,0,0,0,1,0,0,0,0,0,0,FISHGUARD,4.111148,0.282723,8313
24,48,0,0,0,0,0,0,0,0,0,0,0,0,FISHGUARD,4.983953,0.432094,8313
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CARDIGAN,1.478235,0.050102,8317
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CARDIGAN,2.321684,0.121033,8317
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CARDIGAN,3.060762,0.214541,8317
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CARDIGAN,3.587568,0.295644,8317
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CARDIGAN,4.167941,0.421578,8317
8,16,0,0,0,1,1,0,0,0,0,0,0,0,NEW QUAY (CARDIGANSHIRE),1.042081,0.048005,8325
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,NEW QUAY (CARDIGANSHIRE),1.536083,0.109069,8325
17,34,0,0,0,0,0,0,0,1,0,0,0,0,NEW QUAY (CARDIGANSHIRE),2.282663,0.191131,8325
20,40,0,0,0,0,0,1,0,0,0,0,0,0,NEW QUAY (CARDIGANSHIRE),2.7352,0.259078,8325
24,48,0,0,0,0,0,0,0,0,0,0,0,0,NEW QUAY (CARDIGANSHIRE),3.418795,0.363825,8325
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ABERYSTWYTH,0.906166,0.043643,8358
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ABERYSTWYTH,1.925549,0.10021,8358
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ABERYSTWYTH,2.640314,0.173626,8358
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ABERYSTWYTH,3.100601,0.236266,8358
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ABERYSTWYTH,3.681772,0.330549,8358
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BORTH,1.431717,0.0402,8379
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BORTH,2.185083,0.094904,8379
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BORTH,2.837459,0.17641,8379
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BORTH,3.251169,0.238751,8379
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BORTH,3.89352,0.333634,8379
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ABERDOVEY,1.608978,0.033758,8390
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ABERDOVEY,2.247243,0.090489,8390
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ABERDOVEY,2.928836,0.171743,8390
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ABERDOVEY,3.49004,0.235819,8390
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ABERDOVEY,4.040158,0.333119,8390
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BARMOUTH,1.12583,0.026719,8414
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BARMOUTH,1.959135,0.078657,8414
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BARMOUTH,3.674868,0.155027,8414
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BARMOUTH,4.479243,0.20108,8414
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BARMOUTH,4.833903,0.26915,8414
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CRICCIETH,1.728253,0.031398,8420
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CRICCIETH,2.266942,0.064343,8420
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CRICCIETH,2.971646,0.109219,8420
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CRICCIETH,3.54383,0.14482,8420
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CRICCIETH,4.247138,0.203561,8420
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PWLLHELI,1.113087,0.038954,8442
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PWLLHELI,2.354012,0.08954,8442
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PWLLHELI,3.231705,0.152673,8442
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PWLLHELI,3.99335,0.204011,8442
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PWLLHELI,4.90021,0.297042,8442
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ABERSOCH,1.198807,0.045583,8464
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ABERSOCH,1.896793,0.114596,8464
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ABERSOCH,3.480503,0.205716,8464
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ABERSOCH,4.442444,0.280809,8464
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ABERSOCH,5.434846,0.404076,8464
8,16,0,0,0,1,1,0,0,0,0,0,0,0,PORTHDINLLAEN,1.109122,0.051156,8486
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,PORTHDINLLAEN,1.694828,0.121146,8486
17,34,0,0,0,0,0,0,0,1,0,0,0,0,PORTHDINLLAEN,3.386227,0.219377,8486
20,40,0,0,0,0,0,1,0,0,0,0,0,0,PORTHDINLLAEN,4.546626,0.303623,8486
24,48,0,0,0,0,0,0,0,0,0,0,0,0,PORTHDINLLAEN,6.406706,0.441133,8486
8,16,0,0,0,1,1,0,0,0,0,0,0,0,TREARDDUR BAY,2.507674,0.05821,8513
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,TREARDDUR BAY,3.677875,0.149988,8513
17,34,0,0,0,0,0,0,0,1,0,0,0,0,TREARDDUR BAY,5.16531,0.292699,8513
20,40,0,0,0,0,0,1,0,0,0,0,0,0,TREARDDUR BAY,5.850937,0.407793,8513
24,48,0,0,0,0,0,0,0,0,0,0,0,0,TREARDDUR BAY,6.942168,0.584669,8513
8,16,0,0,0,1,1,0,0,0,0,0,0,0,HOLYHEAD,2.620544,0.058599,8525
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,HOLYHEAD,3.62916,0.154406,8525
17,34,0,0,0,0,0,0,0,1,0,0,0,0,HOLYHEAD,4.900807,0.304122,8525
20,40,0,0,0,0,0,1,0,0,0,0,0,0,HOLYHEAD,6.005072,0.435865,8525
24,48,0,0,0,0,0,0,0,0,0,0,0,0,HOLYHEAD,6.947779,0.639695,8525
8,16,0,0,0,1,1,0,0,0,0,0,0,0,MOELFRE,1.285709,0.04343,8537
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,MOELFRE,2.262723,0.116407,8537
17,34,0,0,0,0,0,0,0,1,0,0,0,0,MOELFRE,3.596641,0.213141,8537
20,40,0,0,0,0,0,1,0,0,0,0,0,0,MOELFRE,4.516112,0.302318,8537
24,48,0,0,0,0,0,0,0,0,0,0,0,0,MOELFRE,6.839328,0.449393,8537
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BEAUMARIS,1.380018,0.028273,8559
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BEAUMARIS,2.693992,0.072188,8559
17,34,0,0,0,0,0,0,0,1,0,0,0,0,BEAUMARIS,4.313596,0.147087,8559
20,40,0,0,0,0,0,1,0,0,0,0,0,0,BEAUMARIS,5.301594,0.223092,8559
24,48,0,0,0,0,0,0,0,0,0,0,0,0,BEAUMARIS,6.667212,0.354028,8559
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CONWY,1.397537,0.028101,8560
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CONWY,2.327017,0.08396,8560
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CONWY,3.221247,0.163827,8560
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CONWY,3.977706,0.224887,8560
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CONWY,5.097596,0.324587,8560
8,16,0,0,0,1,1,0,0,0,0,0,0,0,LLANDUDNO,1.395004,0.058088,8571
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,LLANDUDNO,2.51377,0.135114,8571
17,34,0,0,0,0,0,0,0,1,0,0,0,0,LLANDUDNO,3.688907,0.22944,8571
20,40,0,0,0,0,0,1,0,0,0,0,0,0,LLANDUDNO,4.372191,0.301241,8571
24,48,0,0,0,0,0,0,0,0,0,0,0,0,LLANDUDNO,5.500913,0.420935,8571
8,16,0,0,0,1,1,0,0,0,0,0,0,0,RHYL,1.260088,0.049321,8592
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,RHYL,1.955512,0.119163,8592
17,34,0,0,0,0,0,0,0,1,0,0,0,0,RHYL,3.925808,0.210765,8592
20,40,0,0,0,0,0,1,0,0,0,0,0,0,RHYL,5.452322,0.283552,8592
24,48,0,0,0,0,0,0,0,0,0,0,0,0,RHYL,6.947335,0.387261,8592
8,16,0,0,0,1,1,0,0,0,0,0,0,0,FLINT,2.238887,0.013349,8666
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,FLINT,2.905878,0.032037,8666
17,34,0,0,0,0,0,0,0,1,0,0,0,0,FLINT,3.907454,0.077625,8666
20,40,0,0,0,0,0,1,0,0,0,0,0,0,FLINT,4.796219,0.116537,8666
24,48,0,0,0,0,0,0,0,0,0,0,0,0,FLINT,5.513641,0.182561,8666
8,16,0,0,0,1,1,0,0,0,0,0,0,0,CLOGHER HEAD,1.207906,0.051398,9118
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,CLOGHER HEAD,1.748043,0.125771,9118
17,34,0,0,0,0,0,0,0,1,0,0,0,0,CLOGHER HEAD,2.579868,0.205894,9118
20,40,0,0,0,0,0,1,0,0,0,0,0,0,CLOGHER HEAD,3.277076,0.271254,9118
24,48,0,0,0,0,0,0,0,0,0,0,0,0,CLOGHER HEAD,4.08932,0.373199,9118
8,16,0,0,0,1,1,0,0,0,0,0,0,0,SKERRIES,1.301368,0.059822,9129
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,SKERRIES,2.222247,0.140707,9129
17,34,0,0,0,0,0,0,0,1,0,0,0,0,SKERRIES,2.967037,0.250495,9129
20,40,0,0,0,0,0,1,0,0,0,0,0,0,SKERRIES,3.842602,0.345821,9129
24,48,0,0,0,0,0,0,0,0,0,0,0,0,SKERRIES,4.40754,0.493327,9129
8,16,0,0,0,1,1,0,0,0,0,0,0,0,HOWTH,1.812165,0.064054,9136
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,HOWTH,2.601783,0.136327,9136
17,34,0,0,0,0,0,0,0,1,0,0,0,0,HOWTH,3.197882,0.241307,9136
20,40,0,0,0,0,0,1,0,0,0,0,0,0,HOWTH,3.547734,0.329318,9136
24,48,0,0,0,0,0,0,0,0,0,0,0,0,HOWTH,4.15343,0.4688,9136
8,16,0,0,0,1,1,0,0,0,0,0,0,0,DUN LAOGHAIRE,1.401393,0.042967,9154
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,DUN LAOGHAIRE,2.072352,0.103977,9154
17,34,0,0,0,0,0,0,0,1,0,0,0,0,DUN LAOGHAIRE,2.843542,0.190926,9154
20,40,0,0,0,0,0,1,0,0,0,0,0,0,DUN LAOGHAIRE,3.248448,0.266061,9154
24,48,0,0,0,0,0,0,0,0,0,0,0,0,DUN LAOGHAIRE,3.827672,0.390155,9154
8,16,0,0,0,1,1,0,0,0,0,0,0,0,WICKLOW,0.930147,0.047609,9172
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,WICKLOW,1.559057,0.122092,9172
17,34,0,0,0,0,0,0,0,1,0,0,0,0,WICKLOW,2.128945,0.232054,9172
20,40,0,0,0,0,0,1,0,0,0,0,0,0,WICKLOW,2.613558,0.323994,9172
24,48,0,0,0,0,0,0,0,0,0,0,0,0,WICKLOW,3.356114,0.474582,9172
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ARKLOW,0.887907,0.042252,9190
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ARKLOW,1.38329,0.105502,9190
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ARKLOW,1.942482,0.198957,9190
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ARKLOW,2.313234,0.279609,9190
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ARKLOW,2.857096,0.412053,9190
8,16,0,0,0,1,1,0,0,0,0,0,0,0,COURTOWN,0.810436,0.037584,9200
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,COURTOWN,1.345034,0.099398,9200
17,34,0,0,0,0,0,0,0,1,0,0,0,0,COURTOWN,1.869134,0.190454,9200
20,40,0,0,0,0,0,1,0,0,0,0,0,0,COURTOWN,2.199002,0.267067,9200
24,48,0,0,0,0,0,0,0,0,0,0,0,0,COURTOWN,3.026209,0.394872,9200
8,16,0,0,0,1,1,0,0,0,0,0,0,0,WEXFORD,1.242102,0.023105,9202
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,WEXFORD,1.733711,0.06343,9202
17,34,0,0,0,0,0,0,0,1,0,0,0,0,WEXFORD,2.370578,0.137462,9202
20,40,0,0,0,0,0,1,0,0,0,0,0,0,WEXFORD,2.823687,0.209108,9202
24,48,0,0,0,0,0,0,0,0,0,0,0,0,WEXFORD,3.515384,0.336248,9202
8,16,0,0,0,1,1,0,0,0,0,0,0,0,ROSSLARE HARBOUR,1.404353,0.054652,9203
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,ROSSLARE HARBOUR,2.30558,0.136909,9203
17,34,0,0,0,0,0,0,0,1,0,0,0,0,ROSSLARE HARBOUR,3.089268,0.255955,9203
20,40,0,0,0,0,0,1,0,0,0,0,0,0,ROSSLARE HARBOUR,3.687669,0.358791,9203
24,48,0,0,0,0,0,0,0,0,0,0,0,0,ROSSLARE HARBOUR,4.576257,0.525818,9203
8,16,0,0,0,1,1,0,0,0,0,0,0,0,KILMORE QUAY,1.22968,0.054545,9225
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,KILMORE QUAY,2.215786,0.126009,9225
17,34,0,0,0,0,0,0,0,1,0,0,0,0,KILMORE QUAY,3.224944,0.240894,9225
20,40,0,0,0,0,0,1,0,0,0,0,0,0,KILMORE QUAY,4.036921,0.344563,9225
24,48,0,0,0,0,0,0,0,0,0,0,0,0,KILMORE QUAY,5.393957,0.508349,9225
8,16,0,0,0,1,1,0,0,0,0,0,0,0,FETHARD,1.593544,0.043807,9234
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,FETHARD,2.393952,0.105639,9234
17,34,0,0,0,0,0,0,0,1,0,0,0,0,FETHARD,3.509991,0.195352,9234
20,40,0,0,0,0,0,1,0,0,0,0,0,0,FETHARD,4.269919,0.271369,9234
24,48,0,0,0,0,0,0,0,0,0,0,0,0,FETHARD,5.280077,0.400786,9234
8,16,0,0,0,1,1,0,0,0,0,0,0,0,DUNMORE EAST,1.65113,0.052519,9237
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,DUNMORE EAST,3.098328,0.127749,9237
17,34,0,0,0,0,0,0,0,1,0,0,0,0,DUNMORE EAST,4.276244,0.226934,9237
20,40,0,0,0,0,0,1,0,0,0,0,0,0,DUNMORE EAST,4.799169,0.306136,9237
24,48,0,0,0,0,0,0,0,0,0,0,0,0,DUNMORE EAST,5.637364,0.426429,9237
8,16,0,0,0,1,1,0,0,0,0,0,0,0,TRAMORE,1.147746,0.038163,9259
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,TRAMORE,1.996031,0.103579,9259
17,34,0,0,0,0,0,0,0,1,0,0,0,0,TRAMORE,3.241771,0.196403,9259
20,40,0,0,0,0,0,1,0,0,0,0,0,0,TRAMORE,4.353914,0.270224,9259
24,48,0,0,0,0,0,0,0,0,0,0,0,0,TRAMORE,5.270006,0.377496,9259
8,16,0,0,0,1,1,0,0,0,0,0,0,0,HELVICK HEAD,1.262354,0.046683,9267
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,HELVICK HEAD,1.839572,0.106803,9267
17,34,0,0,0,0,0,0,0,1,0,0,0,0,HELVICK HEAD,2.628275,0.194193,9267
20,40,0,0,0,0,0,1,0,0,0,0,0,0,HELVICK HEAD,3.464597,0.263504,9267
24,48,0,0,0,0,0,0,0,0,0,0,0,0,HELVICK HEAD,4.275275,0.374095,9267
8,16,0,0,0,1,1,0,0,0,0,0,0,0,YOUGHAL,1.561318,0.03551,9271
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,YOUGHAL,2.341235,0.091957,9271
17,34,0,0,0,0,0,0,0,1,0,0,0,0,YOUGHAL,3.129252,0.184184,9271
20,40,0,0,0,0,0,1,0,0,0,0,0,0,YOUGHAL,3.75397,0.265889,9271
24,48,0,0,0,0,0,0,0,0,0,0,0,0,YOUGHAL,4.894899,0.395369,9271
8,16,0,0,0,1,1,0,0,0,0,0,0,0,BALLYCOTTON,1.165736,0.051661,9292
12.5,25,1,1,1,0,0,0,1,0,0,1,1,1,BALLYCOTTON,2.346329,0.128885,9292
