Equipment_ID,Equipment1,Current_Location,Current_Lat,Current__long,Allocated,Allocated_Lat,Allocate_Long,ON_Number,Lifeboat_No,MMSI,Class,Launch_Method,Product_ID,Model_ID,On_Service
OB02016045,Rescue Water Craft Yamaha VX1100,Boldon Support Centre,54.953039,-1.461971, , , , ,RWC-088, ,RWC,Yamaha,Yamaha,VX1100,01/12/2014
OB02016054,Rescue Water Craft Yamaha VX1100,Boldon Support Centre,54.953039,-1.461971, , , , ,RWC-096, ,RWC,Yamaha,Yamaha,VX1100,01/12/2014
OB02016052,Rescue Water Craft Yamaha VX1100,Boldon Support Centre,54.953039,-1.461971, , , , ,RWC-094, ,RWC,Yamaha,Yamaha,VX1100,01/12/2014
OB02005926,A-Class IRB No Name,Boldon Support Centre,54.953039,-1.461971, , , , ,A-61, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,20/05/2009
OB02005927,A-Class IRB No Name,Boldon Support Centre,54.953039,-1.461971, , , , ,A-62, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,20/05/2009
OB02006056,A-Class IRB No Name,Boldon Support Centre,54.953039,-1.461971, , , , ,A-71, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/01/2009
OB02003190,A-Class IRB No Name,Bridgend Support Centre,51.500605,-3.544181, , , , ,A-24, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2002
OB02003632,A-Class IRB No Name,Bude Support Centre,50.820874,-4.531008, , , , ,A-34, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2005
OB02003633,A-Class IRB No Name,Bude Support Centre,50.820874,-4.531008, , , , ,A-35, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2005
OB02006596,Rescue Water Craft Yamaha VX700,Bude Support Centre,50.820874,-4.531008, , , , ,RWC-062, ,RWC,Yamaha,Yamaha,VX700,01/03/2010
OB02008865,Rescue Water Craft Yamaha VX700,Bude Support Centre,50.820874,-4.531008, , , , ,RWC-076, ,RWC,Yamaha,Yamaha,VX700,01/04/2010
OB02004862,A-Class IRB Liverpool Tall Ships 2008,Catfield Support Centre,52.742765,1.536355, , , , ,A-47, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,07/05/2008
OB02004863,A-Class IRB Margaret and Bruce,Catfield Support Centre,52.742765,1.536355, , , , ,A-48, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,11/02/2008
OB02014060,Rescue Water Craft Yamaha VX700,Chichester Support Centre,50.82121,-0.796867, , , , ,RWC-082, ,RWC,Yamaha,Yamaha,VX700,01/12/2013
OB02005972,Rescue Water Craft Yamaha VX700 Andrew Paddick,Dawlish Support Centre,50.597119,-3.459267, , , , ,RWC-037, ,RWC,Yamaha,Yamaha,VX700, 
OB02005973,Rescue Water Craft Yamaha VX700,Dawlish Support Centre,50.597119,-3.459267, , , , ,RWC-038, ,RWC,Yamaha,Yamaha,VX700, 
OB02005971,Rescue Water Craft Yamaha VX700,Dawlish Support Centre,50.597119,-3.459267, , , , ,RWC-036, ,RWC,Yamaha,Yamaha,VX700,01/04/2009
OB02005928,A-Class IRB No Name,Formby Support Centre,53.55519,-3.041651, , , , ,A-63, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,10/05/2013
OB02006055,A-Class IRB No Name,Formby Support Centre,53.55519,-3.041651, , , , ,A-70, ,A-Class,Arancia United Kingdom built,AranciaUK,MK2Lifeguard,01/08/2009
OB02006057,A-Class IRB No Name,Haverfordwest Support Centre,51.828345,-4.959074, , , , ,A-72, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/01/2009
OB02005016,A-Class IRB No Name,Haverfordwest Support Centre,51.828345,-4.959074, , , , ,A-49, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008
OB02005017,A-Class IRB No Name,Haverfordwest Support Centre,51.828345,-4.959074, , , , ,A-50, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008
OB02004918,A-Class IRB Amy,Hayle Support Centre,50.178696,-5.406723, , , , ,A-44, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008
OB02004861,A-Class IRB Joyce,Hayle Support Centre,50.178696,-5.406723, , , , ,A-46, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008
OB02012345,A-Class IRB No Name,Hayle Support Centre,50.178696,-5.406723, , , , ,A-80, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/03/2015
OB02016046,Rescue Water Craft Yamaha VX1100,Hayle Support Centre,50.178696,-5.406723, , , , ,RWC-089, ,RWC,Yamaha,Yamaha,VX1100,14/01/2015
OB02016048,Rescue Water Craft Yamaha VX1100,Hayle Support Centre,50.178696,-5.406723, , , , ,RWC-090, ,RWC,Yamaha,Yamaha,VX1100,14/01/2015
OB02018029,Rescue Water Craft Yamaha VX1100,Hayle Support Centre,50.178696,-5.406723, , , , ,RWC-112, ,RWC,Yamaha,Yamaha,VX1100,10/03/2016
OB02018030,Rescue Water Craft Yamaha VX1100,Hayle Support Centre,50.178696,-5.406723, , , , ,RWC-113, ,RWC,Yamaha,Yamaha,VX1100,10/03/2016
OB02016053,Rescue Water Craft Yamaha VX1100,Hayle Support Centre,50.178696,-5.406723, , , , ,RWC-095, ,RWC,Yamaha,Yamaha,VX1100,14/01/2015
OB02014055,Rescue Water Craft Yamaha VX1100,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827, , , , ,RWC-077, ,RWC,Yamaha,Yamaha,VX1100,01/12/2013
OB02014058,Rescue Water Craft Yamaha VX1100,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827, , , , ,RWC-080, ,RWC,Yamaha,Yamaha,VX1100,01/12/2013
OB02014063,Rescue Water Craft Yamaha VX1100,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827, , , , ,RWC-085, ,RWC,Yamaha,Yamaha,VX1100,01/12/2013
OB02007639,A-Class IRB No Name,Jersey Support Centre (St Peters Hallmark House),49.206005,-2.195827, , , , ,A-75, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2011
OB02004097,A-Class IRB Margaret Edith,Mullacott Support Centre,51.178681,-4.125121, , , , ,A-41, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006
OB02005106,A-Class IRB No Name,Mullacott Support Centre,51.178681,-4.125121, , , , ,A-57, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2010
OB02005929,A-Class IRB No Name,Mullacott Support Centre,51.178681,-4.125121, , , , ,A-64, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/06/2010
OB02004919,Rescue Water Craft Yamaha VX700,Mullacott Support Centre,51.178681,-4.125121, , , , ,RWC-023, ,RWC,Yamaha,Yamaha,VX700,29/02/2008
OB02007193,Rescue Water Craft Yamaha VX700,Mullacott Support Centre,51.178681,-4.125121, , , , ,RWC-072, ,RWC,Yamaha,Yamaha,VX700,01/03/2012
OB02005976,Rescue Water Craft Yamaha VX700,Mullacott Support Centre,51.178681,-4.125121, , , , ,RWC-048, ,RWC,Yamaha,Yamaha,VX700,01/03/2012
OB02006593,Rescue Water Craft Yamaha VX700,Perranporth Support Centre,50.342906,-5.147104, , , , ,RWC-059, ,RWC,Yamaha,Yamaha,VX700,01/03/2010
OB02006594,Rescue Water Craft Yamaha VX700,Perranporth Support Centre,50.342906,-5.147104, , , , ,RWC-060, ,RWC,Yamaha,Yamaha,VX700,01/03/2010
OB02005930,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-65, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/02/2009
OB02005105,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-56, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,21/05/2009
OB02003187,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-21, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2002
OB02012346,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-81, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2016
OB02012347,A-Class IRB No Name,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-82, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2016
OB02004096,A-Class IRB Renee and Stuart Blackburn,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-40, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006
OB02004860,A-Class IRB Smithy,Perranporth Support Centre,50.342906,-5.147104, , , , ,A-45, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,24/04/2008
OB02003188,A-Class IRB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-22, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2002
OB02003183,A-Class IRB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-16, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2002
OB02003185,A-Class IRB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-19, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2002
OB02003631,A-Class IRB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-36, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,20/04/2005
OB02003195,A-Class IRB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-28, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,04/02/2003
OB02003184,A-Class BB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-18, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1BB,01/05/2002
OB02003196,A-Class BB No Name,Poole Support Centre,50.733573,-1.988938, , , , ,A-29, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1BB,04/02/2003
OB02007192,Rescue Water Craft Yamaha VX700,Poole Support Centre,50.733573,-1.988938, , , , ,RWC-071, ,RWC,Yamaha,Yamaha,VX700,01/03/2011
OB02018031,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938, , , , ,RWC-114, ,RWC,Yamaha,Yamaha,VX1100,14/03/2016
OB02018032,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938, , , , ,RWC-115, ,RWC,Yamaha,Yamaha,VX1100,14/03/2016
OB02018027,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938, , , , ,RWC-110, ,RWC,Yamaha,Yamaha,VX1100,01/07/2016
OB02018028,Rescue Water Craft Yamaha VX1100,Poole Support Centre,50.733573,-1.988938, , , , ,RWC-111, ,RWC,Yamaha,Yamaha,VX1100,10/03/2016
OB02006595,Rescue Water Craft Yamaha Super Gee,Poole Support Centre,50.733573,-1.988938, , , , ,RWC-061, ,RWC,Yamaha,Yamaha,VX700,01/03/2010
OB02008862,Rescue Water Craft Yamaha VX1100,Ramsgate Support Centre,51.341302,1.391122, , , , ,RWC-073, ,RWC,Yamaha,Yamaha,VX1100,01/08/2012
OB02008863,Rescue Water Craft Yamaha VX1100,Ramsgate Support Centre,51.341302,1.391122, , , , ,RWC-074, ,RWC,Yamaha,Yamaha,VX1100,01/08/2012
OB02008864,Rescue Water Craft Yamaha VX1100,Ramsgate Support Centre,51.341302,1.391122, , , , ,RWC-075, ,RWC,Yamaha,Yamaha,VX1100,01/08/2012
OB02014064,Rescue Water Craft Yamaha VX700,Ramsgate Support Centre,51.341302,1.391122, , , , ,RWC-086, ,RWC,Yamaha,Yamaha,VX700,01/12/2013
OB02005107,A-Class IRB No Name,Ramsgate Support Centre,51.341302,1.391122, , , , ,A-58, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,28/05/2012
OB02005925,A-Class IRB No Name,Ramsgate Support Centre,51.341302,1.391122, , , , ,A-60, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,20/05/2009
OB02003436,D-Class CT The Young Watsons,Swansea Support Centre,51.64393,-3.993572,The RNLI College,50.717231,-1.989152, ,D-611, ,D-Class,IB1 variant,IB1,MK2CTIB1,01/09/2003
OB02006590,Rescue Water Craft Yamaha VX700,Swansea Support Centre,51.64393,-3.993572, , , , ,RWC-055, ,RWC,Yamaha,Yamaha,VX700,01/02/2010
OB02006591,Rescue Water Craft Yamaha VX700,Swansea Support Centre,51.64393,-3.993572, , , , ,RWC-056, ,RWC,Yamaha,Yamaha,VX700,01/02/2010
OB02004400,Rescue Water Craft Yamaha VX700,Swansea Support Centre,51.64393,-3.993572, , , , ,RWC-000, ,RWC,Yamaha,Yamaha,VX700,08/08/2006
OB02004095,A-Class IRB Gary Manwaring,Wadebridge Support Centre,50.521361,-4.838817, , , , ,A-39, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,16/05/2006
OB02003199,A-Class IRB No Name,Wadebridge Support Centre,50.521361,-4.838817, , , , ,A-32, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,04/02/2003
OB02012348,A-Class IRB No Name,Wadebridge Support Centre,50.521361,-4.838817, , , , ,A-83, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard, 
OB02003191,A-Class IRB Cmdr John Townrow Rnvr,Weymouth Support Centre,50.614981,-2.489611, , , , ,A-25, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/05/2002
OB02012344,A-Class IRB Morris and Joyce Gibb,Weymouth Support Centre,50.614981,-2.489611, , , , ,A-79, ,A-Class,Arancia New Zealand built,AranciaNZ,MK1Lifeguard,01/04/2013
OB02003701,D-Class CT Mabel Davis,Weymouth Support Centre,50.614981,-2.489611, , , , ,D-640, ,D-Class,IB1 variant,IB1,MK2CTIB1,15/07/2005
OB02004933,Rescue Water Craft Yamaha VX700,Wirral Support Centre,53.364711,-3.065872, , , , ,RWC-031, ,RWC,Yamaha,Yamaha,VX700,05/03/2008
OB02016059,Rescue Water Craft Yamaha VX1100,Wirral Support Centre,53.364711,-3.065872, , , , ,RWC-101, ,RWC,Yamaha,Yamaha,VX1100,01/12/2014
OB02016060,Rescue Water Craft Yamaha VX1100,Wirral Support Centre,53.364711,-3.065872, , , , ,RWC-102, ,RWC,Yamaha,Yamaha,VX1100,01/12/2014
OB02016061,Rescue Water Craft Yamaha VX1100,Wirral Support Centre,53.364711,-3.065872, , , , ,RWC-103, ,RWC,Yamaha,Yamaha,VX1100,01/12/2014
OB02017033,Rescue Water Craft Yamaha VX700,Wirral Support Centre,53.364711,-3.065872, , , , ,RWC-104, ,RWC,Yamaha,Yamaha,VX700, 
OB02003152,B-Class A75 Joseph and Mary Hiley,Enniskillen ILB B1 (Lower/Killadeas),54.4228,-7.68,Enniskillen ILB B1 (Lower/Killadeas),54.4228,-7.68, ,B-792, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,15/01/2003
OB02006044,Rescue Water Craft Seadoo GTX4,Enniskillen ILB R1 (Lower/Killadas),54.4228,-7.68,Enniskillen Lifeboat Station,54.4228,-7.68, ,RWC-052, ,RWC,Seadoo,Seadoo,GTX4, 
OB02002792,B-Class A75 Duckhams 2001,Enniskillen ILB B2 (Upper/Carrybridge),54.287517,-7.548423, , , , ,B-773, ,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,15/05/2001
OB02006045,Rescue Water Craft Seadoo GTX4,Enniskillen ILB R2 (Upper/Carrybridge),54.287517,-7.548423,Enniskillen Lifeboat Station,54.4228,-7.68, ,RWC-053, ,RWC,Seadoo,Seadoo,GTX4, 
OB02006046,Rescue Water Craft Seadoo GTX4,Enniskillen ILB R2 (Upper/Carrybridge),54.287517,-7.548423,Enniskillen Lifeboat Station,54.4228,-7.68, ,RWC-054, ,RWC,Seadoo,Seadoo,GTX4, 
OB02002757,ON1257 Severn ALB William Gordon Burr,Portrush ALB,55.206819,-6.656611,Portrush ALB,55.20681889,-6.656611189,ON1257,17-30,232004409,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,01/06/2002
OB02006702,D-Class ILB David Roulston (Civil Service 52),Portrush ILB,55.206819,-6.656611,Portrush ILB,55.20681889,-6.656611189, ,D-738,235108867,D-Class,IB1 variant,IB1,MK2IB1,01/08/2010
OB02002083,D-Class PUB No Name,Red Bay ALB,55.074971,-6.053482, , , , ,D-500P, ,D-Class,EA16 variant,EA16,MK1PublicityEA16,15/03/1996
OB02002106,ON1213 Trent ALB Henry Heys Duckworth,Red Bay ALB,55.074971,-6.053482, , , ,ON1213,14-15,232002380,Trent,Afloat Boat,AfloatBoat,MK1Trent,01/06/1996
OB02006408,B-Class A85 Geoffrey Charles,Red Bay ILB,55.074971,-6.053482,Red Bay ILB,55.07497117,-6.053481846, ,B-843,235105952,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/07/2010
OB02002739,ON1246 Trent ALB Dr John McSparran,Larne ALB,54.8467,-5.8001,Larne ALB,54.8467,-5.8001,ON1246,14-30,232004397,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/2000
OB02016855,D-Class ILB Terry,Larne ILB,54.8467,-5.8001,Larne ILB,54.8467,-5.8001, ,D-783,235108829,D-Class,IB1 variant,IB1,MK2IB1,23/07/2015
OB02004190,B-Class A85 Jessie Hillyard,Bangor (Co Down) ILB B,54.665721,-5.667155,Bangor (Co Down) ILB B,54.66572101,-5.667155452, ,B-805,235089702,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,04/10/2006
OB02002969,ON1267 Trent ALB Saxon,Donaghadee ALB,54.643426,-5.532,Donaghadee ALB,54.64342581,-5.532000174,ON1267,14-36,235007808,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/04/2003
OB02006048,B-Class A85 Blue Peter V,Portaferry ILB B,54.38103,-5.549382,Portaferry ILB B,54.38102957,-5.54938246, ,B-833,235095912,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,07/07/2009
OB02002213,ON1188 Mersey ALB Eleanor and Bryant Girling,Newcastle (Co Down) ALB,54.198053,-5.887134,Newcastle (Co Down) ALB,54.19805331,-5.887133681,ON1188,Dec-29,232003206,Mersey,Slipway Boat,SlipwayBoat,MK1FRCMersey,30/06/1992
OB02004937,D-Class ILB The Pat,Newcastle (Co Down) ILB D,54.198053,-5.887134, , , , ,D-695, ,D-Class,IB1 variant,IB1,MK2IB1,01/02/2008
OB02004233,B-Class A85 Frank William Walton,Kilkeel ILB B,54.058654,-5.989645,Kilkeel ILB B,54.05865444,-5.989645096, ,B-812,235090694,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,28/11/2006
OB02004234,B-Class A85 Muriel and Leslie,Port Erin ILB B,54.085136,-4.767972,Port Erin ILB B,54.08513571,-4.767972182, ,B-813,235092931,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,31/10/2006
OB02002174,ON1181 Mersey ALB Ruby Clery,Peel ALB,54.227064,-4.698014,Peel ALB,54.22706353,-4.698014073,ON1181,Dec-22,232002727,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1992
OB02002131,ON1171 Mersey ALB Ann and James Ritchie,Ramsey ALB,54.322626,-4.378388,Ramsey ALB,54.32262579,-4.378388171,ON1171,Dec-14,232002210,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,01/01/1991
OB02002057,ON1147 Tyne ALB Sir William Hillary,Douglas ALB,54.144953,-4.469598,Douglas ALB,54.1449526,-4.469598178,ON1147,47-032,232003310,Tyne,Slipway Boat,SlipwayBoat,MK1Tyne,01/01/1988
OB02002192,ON1234 Trent ALB Gough Ritchie II,Port St Mary ALB,54.070466,-4.734509,Port St Mary ALB,54.07046582,-4.73450905,ON1234,14-26,232003132,Trent,Afloat Boat,AfloatBoat,MK1Trent,30/06/1998
OB02006705,D-Class ILB Spirit of Leicester,Port St Mary ILB D,54.070466,-4.734509,Port St Mary ILB D,54.07046582,-4.73450905, ,D-742,235108838,D-Class,IB1 variant,IB1,MK2IB1,01/10/2010
OB02010341,D-Class ILB Seahorse,West Kirby ILB D,53.3659,-3.1827,West Kirby ILB D,53.3659,-3.1827, ,D-751,235096971,D-Class,IB1 variant,IB1,MK2IB1,11/06/2012
OB02026449,ON1313 Shannon ALB Edmund Hawthorn Micklewood,Hoylake ALB,53.399302,-3.177598,Hoylake ALB,53.39930206,-3.17759847,ON1313,13-Jun,235106573,Shannon,Carriage Boat,CarriageBoat,MK1Shannon,01/01/2016
OB02006221,B-Class A85 Charles Dibdin (Civil Service 51),New Brighton ILB B,53.439459,-3.047264,New Brighton ILB B,53.439459,-3.047264, ,B-837,235108089,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,10/11/2009
OB02002173,ON1189 Mersey ALB Her Majesty The Queen,Lytham St Annes ALB,53.746724,-3.032689,Lytham St Annes ALB,53.74672407,-3.032688716,ON1189,Dec-30,232002574,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1992
OB02023344,D-Class ILB Moam,Lytham St Annes ILB D,53.746724,-3.032689,Lytham St Annes ILB D,53.74672407,-3.032688716, ,D-800, ,D-Class,IB1 variant,IB1,MK2IB1,12/09/2016
OB02012488,B-Class A85 William and Eleanor,Blackpool ILB B,53.8133,-3.0561,Blackpool ILB B,53.8133,-3.0561, ,B-867,235097644,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,22/04/2013
OB02006569,D-Class ILB Basil Eric Brooks,Blackpool ILB D,53.8133,-3.0561,Blackpool ILB D,53.8133,-3.0561, ,D-732,235102869,D-Class,IB1 variant,IB1,MK2IB1,24/02/2010
OB02006405,D-Class ILB Eileen Mary George,Blackpool ILB D,53.8133,-3.0561,Blackpool ILB D,53.8133,-3.0561, ,D-729,235102861,D-Class,IB1 variant,IB1,MK2IB1,12/12/2009
OB02002169,ON1186 Mersey ALB Pride and Spirit,Fleetwood Lifeboat Station,53.927751,-3.006442, , , ,ON1186,Dec-27,232002729,Mersey,Carriage Boat,CarriageBoat,MK1FRCMersey,30/06/1992
OB02000833,ON1321 Shannon ALB Kenneth James Pierpoint,Fleetwood ALB,53.927751,-3.006442,Fleetwood ALB,53.92775056,-3.006441749,ON1321,13-14,235109051,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/01/2016
OB02006280,D-Class ILB Mary Elizabeth Barnes,Fleetwood ILB D,53.927751,-3.006442,Fleetwood ILB D,53.92775056,-3.006441749, ,D-719,235096959,D-Class,IB1 variant,IB1,MK2IB1,14/10/2009
OB02006316,D-Class ILB Margaret Mary Timpany,Morecambe ILB D,54.0751,-2.8636,Morecambe ILB D,54.0751,-2.8636, ,D-722,235096963,D-Class,IB1 variant,IB1,MK2IB1,01/10/2009
OB02003453,Hovercraft IRH The Hurley Flyer,Morecambe ILB H,54.0751,-2.8636,Morecambe ILB H,54.0751,-2.8636, ,H-002, ,Hovercraft,Griffon,Griffon,MK1470SAR,01/10/2002
OB02004338,ON1288 Tamar ALB Grace Dixon,Barrow ALB,54.072406,-3.173292,Barrow ALB,54.07240589,-3.173292052,ON1288,16-Aug,235050564,Tamar,Slipway Boat,SlipwayBoat,MK1Tamar,20/08/2007
OB02006697,D-Class ILB Vision of Tamworth,Barrow ILB D,54.072406,-3.173292,Barrow ILB D,54.07240589,-3.173292052, ,D-733,235108869,D-Class,IB1 variant,IB1,MK2IB1,01/09/2010
OB02005005,B-Class A85 Joy Morris MBE,St Bees ILB B,54.491,-3.6065,St Bees ILB B,54.491,-3.6065, ,B-831,235091469,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/03/2009
OB02001083,ON1326 Shannon ALB Dorothy May White,Workington ALB,54.650894,-3.56766, , , ,ON1326,13-19,235109062,Shannon,Afloat Boat,AfloatBoat,MK1Shannon,01/01/2016
OB02014020,D-Class ILB John F Mortimer,Workington ILB D,54.650894,-3.56766,Workington ILB D,54.65089436,-3.567659983, ,D-767,235102822,D-Class,IB1 variant,IB1,MK2IB1,17/04/2014
OB02005002,B-Class A85 Elaine and Don Wilkinson,Silloth ILB B,54.870051,-3.393223,Silloth ILB B,54.87005074,-3.393223477, ,B-828,235098755,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,01/10/2008
OB02006315,D-Class ILB Catherine,Kippford ILB D,54.8765,-3.8135,Kippford ILB D,54.8765,-3.8135, ,D-718,235096957,D-Class,IB1 variant,IB1,MK2IB1,01/10/2009
OB02004324,B-Class A85 Sheila Stenhouse,Kirkcudbright ILB B,54.839626,-4.047507,Kirkcudbright ILB B,54.83962631,-4.047506809, ,B-814,235092932,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,12/12/2006
OB02003695,ON1280 Tamar ALB Peter and Lesley-Jane Nicholson,Portpatrick ALB,54.841949,-5.119849, , , ,ON1280,16-Jan,235014281,Tamar,Afloat Boat,AfloatBoat,MK1Tamar,14/03/2005
OB02004939,D-Class ILB Stranraer Saviour Civil Service 49,Stranraer ILB D,54.908139,-5.035224,Stranraer ILB D,54.90813858,-5.035224307, ,D-697,235096945,D-Class,IB1 variant,IB1,MK2IB1,05/06/2008
OB02002139,ON1196 Mersey ALB Silvia Burrell,Girvan ALB,55.243382,-4.857623,Girvan ALB,55.24338158,-4.857623254,ON1196,Dec-37,232002310,Mersey,Afloat Boat,AfloatBoat,MK1FRCMersey,30/06/1993
OB02002115,ON1241 Severn ALB Ernest and Mary Shaw,Campbeltown ALB,55.425199,-5.601868,Campbeltown ALB,55.42519887,-5.60186773,ON1241,17-19,232003139,Severn,Afloat Boat,AfloatBoat,MK1CATSevern,30/06/1998
OB02006701,D-Class ILB Alastair Greenlees,Campbeltown ILB D,55.425199,-5.601868,Campbeltown ILB D,55.42519887,-5.60186773, ,D-737,235108852,D-Class,IB1 variant,IB1,MK2IB1,01/07/2010
OB02012711,B-Class A85 Rachel Hedderwick,Arran (Lamlash) ILB B,55.535229,-5.124793,Arran (Lamlash) ILB B,55.53522938,-5.124792802, ,B-876,235105712,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,01/07/2014
OB02003224,ON1275 Trent ALB Jim Moffat,Troon ALB,55.5481,-4.6814,Troon ALB,55.5481,-4.6814,ON1275,14-38, ,Trent,Afloat Boat,AfloatBoat,MK1Trent,25/02/2004
OB02004805,D-Class ILB Telford Shopping Centre,Troon ILB D,55.5481,-4.6814,Troon ILB D,55.5481,-4.6814, ,D-684,235101091,D-Class,IB1 variant,IB1,MK2IB1,19/12/2007
OB02002111,ON1219 Severn ALB Helmut Schroder of Dunlossit II,Islay ALB,55.847496,-6.1048,Islay ALB,55.847496,-6.104799576,ON1219,17-Aug,232002470,Severn,Afloat Boat,AfloatBoat,MK2MTUSevern,30/06/1997
OB02007403,B-Class A85 R A Wilson,Largs ILB B,55.80001,-4.870526,Largs ILB B,55.80001022,-4.870526084, ,B-854,235089704,B-Class,Atlantic 85,Atlantic85,MK2SIMSAtlantic85,04/11/2011
OB02003151,B-Class A75 Gladys Winifred Tiffney,Helensburgh ILB B,56.013129,-4.7734,Helensburgh ILB B,56.01312853,-4.773400386, ,B-791,235102682,B-Class,Atlantic 75,Atlantic75,MK1Atlantic75,12/02/2002
OB02010338,B-Class A85 James and Helen Mason,Tighnabruaich ILB B,55.906743,-5.232637,Tighnabruaich ILB B,55.90674343,-5.232636794, ,B-862,235092938,B-Class,Atlantic 85,Atlantic85,MK1Atlantic85,04/07/2012
